55414,53,26,M,programmer,1991,MINNEAPOLIS,MN,STANDARD
55414,198,21,F,student,1996,MINNEAPOLIS,MN,STANDARD
55414,274,20,F,student,1997,MINNEAPOLIS,MN,STANDARD
55414,428,28,M,student,1989,MINNEAPOLIS,MN,STANDARD
55414,496,21,F,student,1996,MINNEAPOLIS,MN,STANDARD
55414,551,25,M,programmer,1992,MINNEAPOLIS,MN,STANDARD
55414,633,35,M,programmer,1982,MINNEAPOLIS,MN,STANDARD
55414,684,28,M,student,1989,MINNEAPOLIS,MN,STANDARD
55414,773,20,M,student,1997,MINNEAPOLIS,MN,STANDARD
83814,146,45,M,artist,1972,COEUR D ALENE,ID,STANDARD
83814,650,42,M,engineer,1975,COEUR D ALENE,ID,STANDARD
98072,737,30,M,programmer,1987,WOODINVILLE,WA,STANDARD
98072,937,48,M,educator,1969,WOODINVILLE,WA,STANDARD
44212,618,15,F,student,2002,BRUNSWICK,OH,STANDARD
44212,843,35,M,librarian,1982,BRUNSWICK,OH,STANDARD
45243,892,36,M,other,1981,CINCINNATI,OH,STANDARD
02139,150,20,F,artist,1997,CAMBRIDGE,MA,STANDARD
02139,325,48,M,technician,1969,CAMBRIDGE,MA,STANDARD
10011,509,23,M,administrator,1994,NEW YORK,NY,STANDARD
23237,635,22,M,other,1995,RICHMOND,VA,STANDARD
63146,237,49,M,administrator,1968,SAINT LOUIS,MO,STANDARD
48076,440,30,M,other,1987,SOUTHFIELD,MI,STANDARD
54302,679,20,F,student,1997,GREEN BAY,WI,STANDARD
77845,577,36,F,student,1981,COLLEGE STATION,TX,STANDARD
77845,821,37,M,engineer,1980,COLLEGE STATION,TX,STANDARD
90703,10,53,M,lawyer,1964,CERRITOS,CA,STANDARD
94305,500,28,M,administrator,1989,STANFORD,CA,STANDARD
02113,763,27,M,scientist,1990,BOSTON,MA,STANDARD
43215,419,37,M,lawyer,1980,COLUMBUS,OH,STANDARD
95660,20,42,F,homemaker,1975,NORTH HIGHLANDS,CA,STANDARD
52246,58,27,M,programmer,1990,IOWA CITY,IA,STANDARD
55113,166,47,M,educator,1970,SAINT PAUL,MN,STANDARD
55113,447,30,M,administrator,1987,SAINT PAUL,MN,STANDARD
55113,745,42,M,writer,1975,SAINT PAUL,MN,STANDARD
63645,644,51,M,retired,1966,FREDERICKTOWN,MO,STANDARD
78741,32,28,F,student,1989,AUSTIN,TX,STANDARD
78741,727,25,M,student,1992,AUSTIN,TX,STANDARD
01913,91,55,M,marketing,1962,AMESBURY,MA,STANDARD
08403,59,49,M,educator,1968,LONGPORT,NJ,STANDARD
28734,246,19,M,student,1998,FRANKLIN,NC,STANDARD
40243,724,31,M,executive,1986,LOUISVILLE,KY,STANDARD
91201,467,29,M,engineer,1988,GLENDALE,CA,STANDARD
91201,540,28,M,engineer,1989,GLENDALE,CA,STANDARD
40206,22,25,M,writer,1992,LOUISVILLE,KY,STANDARD
48825,781,20,M,student,1997,EAST LANSING,MI,STANDARD
51157,776,30,M,librarian,1987,,,
89503,87,47,M,administrator,1970,RENO,NV,STANDARD
97215,856,43,F,marketing,1974,PORTLAND,OR,STANDARD
98501,585,69,M,librarian,1948,OLYMPIA,WA,STANDARD
49036,925,18,F,salesman,1999,COLDWATER,MI,STANDARD
96349,708,26,F,homemaker,1991,FPO,AP,MILITARY
15610,162,25,M,artist,1992,ACME,PA,STANDARD
33716,605,33,M,engineer,1984,SAINT PETERSBURG,FL,STANDARD
49512,178,26,M,other,1991,GRAND RAPIDS,MI,STANDARD
49512,703,26,M,educator,1991,GRAND RAPIDS,MI,STANDARD
54467,38,28,F,other,1989,PLOVER,WI,STANDARD
61755,408,23,M,student,1994,MACKINAW,IL,STANDARD
61755,898,23,M,homemaker,1994,MACKINAW,IL,STANDARD
20707,514,27,M,programmer,1990,LAUREL,MD,STANDARD
30220,102,38,M,programmer,1979,GRANTVILLE,GA,STANDARD
48322,860,70,F,retired,1947,WEST BLOOMFIELD,MI,STANDARD
73013,811,40,F,educator,1977,EDMOND,OK,STANDARD
84116,597,23,M,other,1994,SALT LAKE CITY,UT,STANDARD
91206,715,21,M,technician,1996,GLENDALE,CA,STANDARD
91206,753,56,M,salesman,1961,GLENDALE,CA,STANDARD
95938,190,30,M,administrator,1987,DURHAM,CA,STANDARD
08832,143,42,M,technician,1975,KEASBEY,NJ,STANDARD
55117,380,32,M,engineer,1985,SAINT PAUL,MN,STANDARD
95064,276,21,M,student,1996,SANTA CRUZ,CA,STANDARD
03060,210,39,M,engineer,1978,NASHUA,NH,STANDARD
19146,707,56,F,librarian,1961,PHILADELPHIA,PA,STANDARD
36117,141,49,M,programmer,1968,MONTGOMERY,AL,STANDARD
44106,291,19,M,student,1998,CLEVELAND,OH,STANDARD
27713,687,31,F,healthcare,1986,DURHAM,NC,STANDARD
30350,905,27,M,other,1990,ATLANTA,GA,STANDARD
55105,37,23,M,student,1994,SAINT PAUL,MN,STANDARD
55105,52,18,F,student,1999,SAINT PAUL,MN,STANDARD
55105,196,49,M,writer,1968,SAINT PAUL,MN,STANDARD
55105,352,37,F,programmer,1980,SAINT PAUL,MN,STANDARD
55105,421,38,F,programmer,1979,SAINT PAUL,MN,STANDARD
55105,653,31,M,executive,1986,SAINT PAUL,MN,STANDARD
77801,258,19,F,student,1998,BRYAN,TX,STANDARD
80525,41,33,M,engineer,1984,FORT COLLINS,CO,STANDARD
80525,92,32,M,entertainment,1985,FORT COLLINS,CO,STANDARD
80525,244,28,M,technician,1989,FORT COLLINS,CO,STANDARD
02903,651,65,M,retired,1952,PROVIDENCE,RI,STANDARD
06811,403,37,M,other,1980,DANBURY,CT,STANDARD
52302,174,30,F,administrator,1987,MARION,IA,STANDARD
76234,812,22,M,technician,1995,DECATUR,TX,STANDARD
97330,454,57,M,other,1960,CORVALLIS,OR,STANDARD
98225,409,48,M,administrator,1969,BELLINGHAM,WA,STANDARD
37901,339,35,M,lawyer,1982,KNOXVILLE,TN,PO BOX
92121,487,22,M,engineer,1995,SAN DIEGO,CA,STANDARD
95161,191,33,M,administrator,1984,SAN JOSE,CA,PO BOX
97006,148,33,M,engineer,1984,BEAVERTON,OR,STANDARD
31820,456,24,M,technician,1993,MIDLAND,GA,STANDARD
39042,256,35,F,none,1982,BRANDON,MS,STANDARD
91606,423,64,M,other,1953,NORTH HOLLYWOOD,CA,STANDARD
07310,930,28,F,scientist,1989,JERSEY CITY,NJ,STANDARD
22202,125,30,M,lawyer,1987,ARLINGTON,VA,STANDARD
55305,283,28,M,programmer,1989,HOPKINS,MN,STANDARD
55417,847,29,M,student,1988,MINNEAPOLIS,MN,STANDARD
98801,921,20,F,student,1997,WENATCHEE,WA,STANDARD
46032,575,33,M,marketing,1984,CARMEL,IN,STANDARD
10019,405,22,F,healthcare,1995,NEW YORK,NY,STANDARD
10019,478,29,M,other,1988,NEW YORK,NY,STANDARD
19102,662,55,M,librarian,1962,PHILADELPHIA,PA,STANDARD
47905,603,21,M,programmer,1996,LAFAYETTE,IN,STANDARD
90016,808,45,M,salesman,1972,LOS ANGELES,CA,STANDARD
94703,292,35,F,programmer,1982,BERKELEY,CA,STANDARD
53703,154,25,M,student,1992,MADISON,WI,STANDARD
T8H1N,74,39,M,scientist,1978,,,
V3N4P,145,31,M,entertainment,1986,,,
L9G2B,167,37,M,other,1980,,,
E2A4H,201,27,M,writer,1990,,,
V0R2M,333,47,M,other,1970,,,
Y1A6B,458,47,M,technician,1970,,,
V5A2B,490,29,F,artist,1988,,,
M7A1A,578,31,M,administrator,1986,,,
M4J2K,594,46,M,educator,1971,,,
R3T5K,599,22,F,student,1995,,,
T8H1N,634,39,M,engineer,1978,,,
N4T1A,709,21,M,other,1996,,,
V0R2H,719,37,F,other,1980,,,
K7L5J,779,31,M,student,1986,,,
V1G4L,857,35,F,administrator,1982,,,
L1V3W,901,38,M,executive,1979,,,
N2L5N,916,27,M,engineer,1990,,,
E2E3R,923,21,M,student,1996,,,
10018,836,44,M,artist,1973,NEW YORK,NY,STANDARD
12603,520,62,M,healthcare,1955,POUGHKEEPSIE,NY,STANDARD
53711,491,43,F,writer,1974,MADISON,WI,STANDARD
53711,929,44,M,scientist,1973,MADISON,WI,STANDARD
55408,498,26,M,writer,1991,MINNEAPOLIS,MN,STANDARD
55408,630,26,F,healthcare,1991,MINNEAPOLIS,MN,STANDARD
55408,854,29,F,student,1988,MINNEAPOLIS,MN,STANDARD
55408,928,21,M,student,1996,MINNEAPOLIS,MN,STANDARD
40503,882,35,M,engineer,1982,LEXINGTON,KY,STANDARD
75230,475,30,M,programmer,1987,DALLAS,TX,STANDARD
85210,693,43,F,healthcare,1974,MESA,AZ,STANDARD
95453,550,16,F,student,2001,LAKEPORT,CA,STANDARD
60440,476,28,M,student,1989,BOLINGBROOK,IL,STANDARD
08052,545,27,M,technician,1990,MAPLE SHADE,NJ,STANDARD
10016,273,50,F,other,1967,NEW YORK,NY,STANDARD
10016,668,29,F,writer,1988,NEW YORK,NY,STANDARD
50112,497,20,M,student,1997,GRINNELL,IA,STANDARD
03062,891,51,F,administrator,1966,NASHUA,NH,STANDARD
07030,176,28,M,scientist,1989,HOBOKEN,NJ,STANDARD
47401,841,45,M,doctor,1972,BLOOMINGTON,IN,STANDARD
94619,289,11,M,none,2006,OAKLAND,CA,STANDARD
29301,910,28,M,healthcare,1989,SPARTANBURG,SC,STANDARD
50266,883,49,M,librarian,1968,WEST DES MOINES,IA,STANDARD
55406,277,35,F,administrator,1982,MINNEAPOLIS,MN,STANDARD
55406,840,39,M,artist,1978,MINNEAPOLIS,MN,STANDARD
94086,305,23,M,programmer,1994,SUNNYVALE,CA,STANDARD
94086,852,46,M,administrator,1971,SUNNYVALE,CA,STANDARD
01754,786,36,F,engineer,1981,MAYNARD,MA,STANDARD
32303,750,28,M,administrator,1989,TALLAHASSEE,FL,STANDARD
55021,449,23,M,librarian,1994,FARIBAULT,MN,STANDARD
84107,401,46,F,healthcare,1971,SALT LAKE CITY,UT,STANDARD
02125,477,23,F,student,1994,DORCHESTER,MA,STANDARD
10021,448,23,M,entertainment,1994,NEW YORK,NY,STANDARD
10021,470,24,M,programmer,1993,NEW YORK,NY,STANDARD
10021,516,53,F,librarian,1964,NEW YORK,NY,STANDARD
13820,862,25,M,executive,1992,ONEONTA,NY,STANDARD
32707,563,39,F,librarian,1978,CASSELBERRY,FL,STANDARD
55436,30,7,M,student,2010,MINNEAPOLIS,MN,STANDARD
60659,227,46,M,executive,1971,CHICAGO,IL,STANDARD
77081,783,30,M,marketing,1987,HOUSTON,TX,STANDARD
97007,755,44,F,educator,1973,BEAVERTON,OR,STANDARD
01810,364,63,M,engineer,1954,ANDOVER,MA,STANDARD
01810,777,63,M,programmer,1954,ANDOVER,MA,STANDARD
80303,539,53,F,administrator,1964,BOULDER,CO,STANDARD
94143,345,28,F,librarian,1989,SAN FRANCISCO,CA,UNIQUE
95823,893,25,M,student,1992,SACRAMENTO,CA,STANDARD
98006,97,43,M,artist,1974,BELLEVUE,WA,STANDARD
98006,342,25,F,other,1992,BELLEVUE,WA,STANDARD
30002,334,32,M,librarian,1985,AVONDALE ESTATES,GA,STANDARD
50311,432,22,M,entertainment,1995,DES MOINES,IA,STANDARD
55320,519,22,M,other,1995,CLEARWATER,MN,STANDARD
60476,688,37,F,administrator,1980,THORNTON,IL,STANDARD
78756,266,62,F,administrator,1955,AUSTIN,TX,STANDARD
24060,320,19,M,student,1998,BLACKSBURG,VA,STANDARD
29440,188,42,M,student,1975,GEORGETOWN,SC,STANDARD
43017,881,39,M,marketing,1978,DUBLIN,OH,STANDARD
44224,529,47,F,administrator,1970,STOW,OH,STANDARD
44224,629,46,F,other,1971,STOW,OH,STANDARD
55106,14,45,M,scientist,1972,SAINT PAUL,MN,STANDARD
55106,300,26,F,programmer,1991,SAINT PAUL,MN,STANDARD
55106,609,13,F,student,2004,SAINT PAUL,MN,STANDARD
90630,111,57,M,engineer,1960,CYPRESS,CA,STANDARD
91711,310,37,M,educator,1980,CLAREMONT,CA,STANDARD
91711,725,21,M,student,1996,CLAREMONT,CA,STANDARD
95521,642,18,F,student,1999,ARCATA,CA,STANDARD
37771,481,73,M,retired,1944,LENOIR CITY,TN,STANDARD
97214,62,27,F,administrator,1990,PORTLAND,OR,STANDARD
49705,434,16,F,student,2001,AFTON,MI,STANDARD
61820,666,44,M,administrator,1973,CHAMPAIGN,IL,STANDARD
61820,804,39,M,educator,1978,CHAMPAIGN,IL,STANDARD
61820,886,20,M,student,1997,CHAMPAIGN,IL,STANDARD
73439,127,33,M,none,1984,KINGSTON,OK,STANDARD
01602,426,55,M,educator,1962,WORCESTER,MA,STANDARD
61401,212,49,F,educator,1968,GALESBURG,IL,STANDARD
90840,192,42,M,educator,1975,LONG BEACH,CA,UNIQUE
94117,344,30,F,librarian,1987,SAN FRANCISCO,CA,STANDARD
37725,820,22,M,student,1995,DANDRIDGE,TN,STANDARD
63119,270,18,F,student,1999,SAINT LOUIS,MO,STANDARD
70116,918,40,M,scientist,1977,NEW ORLEANS,LA,STANDARD
78390,850,34,M,technician,1983,TAFT,TX,STANDARD
91919,671,21,M,programmer,1996,,,
93555,195,42,M,scientist,1975,RIDGECREST,CA,STANDARD
93555,807,41,F,healthcare,1976,RIDGECREST,CA,STANDARD
02859,378,35,M,student,1982,PASCOAG,RI,STANDARD
05146,101,15,M,student,2002,GRAFTON,VT,STANDARD
50322,823,27,M,artist,1990,URBANDALE,IA,STANDARD
17961,580,16,M,student,2001,ORWIGSBURG,PA,STANDARD
33308,443,35,M,salesman,1982,FORT LAUDERDALE,FL,STANDARD
62901,553,58,M,educator,1959,CARBONDALE,IL,STANDARD
62901,554,32,M,scientist,1985,CARBONDALE,IL,STANDARD
62901,754,59,F,librarian,1958,CARBONDALE,IL,STANDARD
78205,220,30,M,librarian,1987,SAN ANTONIO,TX,STANDARD
98682,233,38,M,engineer,1979,VANCOUVER,WA,STANDARD
84103,249,25,M,student,1992,SALT LAKE CITY,UT,STANDARD
98038,510,34,M,other,1983,MAPLE VALLEY,WA,STANDARD
21206,418,55,F,none,1962,BALTIMORE,MD,STANDARD
47906,223,19,F,student,1998,WEST LAFAYETTE,IN,STANDARD
60202,180,22,F,administrator,1995,EVANSTON,IL,STANDARD
27708,183,33,M,scientist,1984,DURHAM,NC,UNIQUE
33484,897,30,M,other,1987,DELRAY BEACH,FL,STANDARD
55013,441,50,M,technician,1967,CHISAGO CITY,MN,STANDARD
94131,581,37,M,other,1980,SAN FRANCISCO,CA,STANDARD
97124,526,30,M,marketing,1987,HILLSBORO,OR,STANDARD
27705,615,38,M,educator,1979,DURHAM,NC,STANDARD
29464,544,44,F,other,1973,MOUNT PLEASANT,SC,STANDARD
68106,89,43,F,administrator,1974,OMAHA,NE,STANDARD
84010,57,16,M,none,2001,BOUNTIFUL,UT,STANDARD
94040,530,29,M,engineer,1988,MOUNTAIN VIEW,CA,STANDARD
94708,473,29,M,student,1988,BERKELEY,CA,STANDARD
02341,468,28,M,engineer,1989,HANSON,MA,STANDARD
03052,495,29,M,engineer,1988,LITCHFIELD,NH,STANDARD
50670,366,20,F,student,1997,SHELL ROCK,IA,STANDARD
53188,574,56,M,educator,1961,WAUKESHA,WI,STANDARD
75218,463,48,F,healthcare,1969,DALLAS,TX,STANDARD
77459,471,10,M,student,2007,MISSOURI CITY,TX,STANDARD
92653,445,21,M,writer,1996,LAGUNA HILLS,CA,STANDARD
93063,588,18,F,student,1999,SIMI VALLEY,CA,STANDARD
95628,239,39,M,artist,1978,FAIR OAKS,CA,STANDARD
92115,504,40,F,writer,1977,SAN DIEGO,CA,STANDARD
60035,313,41,M,marketing,1976,HIGHLAND PARK,IL,STANDARD
85233,362,35,F,homemaker,1982,GILBERT,AZ,STANDARD
01581,298,44,M,executive,1973,WESTBOROUGH,MA,STANDARD
19711,525,27,F,administrator,1990,NEWARK,DE,STANDARD
30068,21,26,M,writer,1991,MARIETTA,GA,STANDARD
40504,332,20,M,student,1997,LEXINGTON,KY,STANDARD
91040,784,47,M,administrator,1970,SUNLAND,CA,STANDARD
11727,217,22,M,other,1995,CORAM,NY,STANDARD
21012,488,48,M,technician,1969,ARNOLD,MD,STANDARD
55337,69,24,M,engineer,1993,BURNSVILLE,MN,STANDARD
55337,674,13,F,student,2004,BURNSVILLE,MN,STANDARD
55337,800,25,M,programmer,1992,BURNSVILLE,MN,STANDARD
55337,879,33,F,administrator,1984,BURNSVILLE,MN,STANDARD
55337,884,44,M,engineer,1973,BURNSVILLE,MN,STANDARD
10314,656,48,M,educator,1969,STATEN ISLAND,NY,STANDARD
51250,646,17,F,student,2000,SIOUX CENTER,IA,STANDARD
06405,12,28,F,other,1989,BRANFORD,CT,STANDARD
18301,315,31,M,educator,1986,EAST STROUDSBURG,PA,STANDARD
35802,875,24,F,student,1993,HUNTSVILLE,AL,STANDARD
60657,655,50,F,healthcare,1967,CHICAGO,IL,STANDARD
02320,600,34,M,programmer,1983,,,
79070,612,36,M,educator,1981,PERRYTON,TX,STANDARD
80919,749,33,M,other,1984,COLORADO SPRINGS,CO,STANDARD
85016,390,42,F,writer,1975,PHOENIX,AZ,STANDARD
01701,926,49,M,entertainment,1968,FRAMINGHAM,MA,STANDARD
20685,221,19,M,student,1998,SAINT LEONARD,MD,STANDARD
32301,203,25,F,student,1992,TALLAHASSEE,FL,STANDARD
32301,895,31,F,librarian,1986,TALLAHASSEE,FL,STANDARD
44092,395,43,M,other,1974,WICKLIFFE,OH,STANDARD
60115,130,20,M,none,1997,DEKALB,IL,STANDARD
47024,744,35,M,marketing,1982,LAUREL,IN,STANDARD
49428,494,38,F,administrator,1979,JENISON,MI,STANDARD
60630,460,44,F,other,1973,CHICAGO,IL,STANDARD
60630,733,44,F,other,1973,CHICAGO,IL,STANDARD
61455,349,68,M,retired,1949,MACOMB,IL,STANDARD
80209,829,48,M,writer,1969,DENVER,CO,STANDARD
83702,389,44,F,writer,1973,BOISE,ID,STANDARD
83702,880,13,M,student,2004,BOISE,ID,STANDARD
90405,680,33,M,lawyer,1984,SANTA MONICA,CA,STANDARD
93402,200,40,M,programmer,1977,LOS OSOS,CA,STANDARD
38401,135,23,M,student,1994,COLUMBIA,TN,STANDARD
92037,207,39,M,marketing,1978,LA JOLLA,CA,STANDARD
06513,218,37,M,administrator,1980,NEW HAVEN,CT,STANDARD
23112,93,48,M,executive,1969,MIDLOTHIAN,VA,STANDARD
77042,697,25,M,other,1992,HOUSTON,TX,STANDARD
77042,832,24,M,technician,1993,HOUSTON,TX,STANDARD
06779,328,51,M,administrator,1966,OAKVILLE,CT,STANDARD
62522,797,44,F,other,1973,DECATUR,IL,STANDARD
66046,372,25,F,student,1992,LAWRENCE,KS,STANDARD
80236,134,31,M,programmer,1986,DENVER,CO,STANDARD
98034,71,39,M,scientist,1978,KIRKLAND,WA,STANDARD
75240,63,31,M,marketing,1986,DALLAS,TX,STANDARD
76059,346,34,M,other,1983,KEENE,TX,STANDARD
77048,826,28,M,artist,1989,HOUSTON,TX,STANDARD
94702,234,60,M,retired,1957,BERKELEY,CA,STANDARD
11231,214,26,F,librarian,1991,BROOKLYN,NY,STANDARD
11231,865,25,M,artist,1992,BROOKLYN,NY,STANDARD
11577,835,44,F,executive,1973,ROSLYN HEIGHTS,NY,STANDARD
12205,792,40,M,programmer,1977,ALBANY,NY,STANDARD
89104,702,37,M,other,1980,LAS VEGAS,NV,STANDARD
94720,748,28,M,administrator,1989,BERKELEY,CA,UNIQUE
02136,813,14,F,student,2003,HYDE PARK,MA,STANDARD
45439,689,25,M,other,1992,DAYTON,OH,STANDARD
92020,710,19,M,student,1998,EL CAJON,CA,STANDARD
94533,24,21,F,artist,1996,FAIRFIELD,CA,STANDARD
94533,422,26,M,entertainment,1991,FAIRFIELD,CA,STANDARD
21044,26,49,M,engineer,1968,COLUMBIA,MD,STANDARD
85281,793,22,M,student,1995,TEMPE,AZ,STANDARD
55116,373,24,F,other,1993,SAINT PAUL,MN,STANDARD
55116,899,32,M,other,1985,SAINT PAUL,MN,STANDARD
61462,678,50,M,educator,1967,MONMOUTH,IL,STANDARD
94591,564,65,M,retired,1952,VALLEJO,CA,STANDARD
31211,287,21,M,salesman,1996,MACON,GA,STANDARD
99206,371,36,M,engineer,1981,SPOKANE,WA,STANDARD
23509,683,42,M,librarian,1975,NORFOLK,VA,STANDARD
29205,429,27,M,student,1990,COLUMBIA,SC,STANDARD
06512,912,51,M,other,1966,EAST HAVEN,CT,STANDARD
20009,128,24,F,marketing,1993,WASHINGTON,DC,STANDARD
20009,365,29,M,lawyer,1988,WASHINGTON,DC,STANDARD
20009,437,27,F,other,1990,WASHINGTON,DC,STANDARD
20009,669,37,M,other,1980,WASHINGTON,DC,STANDARD
20009,805,27,F,other,1990,WASHINGTON,DC,STANDARD
22207,172,55,M,marketing,1962,ARLINGTON,VA,STANDARD
06333,453,18,M,student,1999,EAST LYME,CT,STANDARD
60615,124,34,M,student,1983,CHICAGO,IL,STANDARD
63021,864,27,M,programmer,1990,BALLWIN,MO,STANDARD
